区伯		0.00289615225486
海峡两岸		0.000827472072818
吴仪		0.00248241621845
麻州		0.000413736036409
副市长		0.000413736036409
平安		0.000413736036409
宋文骢		0.000413736036409
经济损失		0.000413736036409
韩正		0.0326851468763
人民法院		0.000413736036409
九评共产党		0.00910219280099
中国菜价		0.000413736036409
共产主义受害者纪念碑		0.000413736036409
中共高层		0.00289615225486
中共酷刑		0.00248241621845
成都农商行		0.000413736036409
电网		0.000413736036409
脱衣		0.000413736036409
天安门自焚伪案		0.0095159288374
许耀元		0.000413736036409
孙延军		0.000413736036409
难以置信		0.000413736036409
奥运		0.0550268928424
李和平		0.00248241621845
莫言		0.00537856847331
加拿大联邦		0.000413736036409
困境		0.000413736036409
瀛台		0.000413736036409
真相展板		0.000413736036409
李慎明		0.00124120810923
停止迫害法轮功		0.000827472072818
毒誓		0.000827472072818
华裔		0.000413736036409
世纪		0.000413736036409
打坐		0.000827472072818
起诉		0.00372362432768
西藏		0.0264791063302
全球马格尼茨基人权问责法		0.000413736036409
任长霞		0.000413736036409
约谈		0.000413736036409
真理部		0.000827472072818
程博明		0.000827472072818
张新明		0.000827472072818
问题食品		0.000413736036409
公费		0.000413736036409
延坪岛		0.00124120810923
世界冠军		0.000413736036409
男牢		0.000827472072818
廉价劳动		0.000413736036409
成都军区		0.000413736036409
商业间谍		0.000413736036409
老虎		0.00579230450972
中西医		0.000413736036409
官员		0.00289615225486
美国民主		0.000827472072818
大学教育		0.000827472072818
控江诉状		0.000413736036409
污染污染		0.000413736036409
高级黑		0.00496483243691
英国下议院		0.000413736036409
周晓辉周晓辉		0.00413736036409
习王		0.000413736036409
死穴		0.000413736036409
长沙轨道公司		0.000413736036409
另类政变		0.000413736036409
卫生部		0.00165494414564
占领华尔街		0.00165494414564
种族问题		0.000413736036409
抢夺录音笔		0.000413736036409
古镜古镜		0.000413736036409
线人		0.000413736036409
代购		0.000413736036409
一胎		0.000413736036409
河北日报		0.000413736036409
内涝		0.00206868018204
新光		0.000413736036409
司改		0.000413736036409
假像		0.000413736036409
中国人口		0.000413736036409
赈灾捐款		0.000413736036409
天惩		0.000413736036409
道德摧毁		0.000413736036409
塞内加尔		0.000413736036409
国际足球		0.000413736036409
新闻		0.00165494414564
军事演习		0.00165494414564
九评九评		0.00124120810923
网络战争		0.000413736036409
赵亮		0.000413736036409
乐嘉		0.000413736036409
开封		0.000413736036409
辛亥百年		0.000413736036409
检察官		0.00165494414564
北极圈		0.000413736036409
尼尔。伍德之死真相		0.000413736036409
佛教		0.000413736036409
港台资金		0.000413736036409
潘新春		0.000413736036409
公开信		0.00124120810923
六四屠城		0.000413736036409
新政策		0.000413736036409
曾庆淮		0.00620604054613
陈方安生		0.00165494414564
放生		0.000413736036409
免费移植		0.000413736036409
楼忠福		0.000413736036409
丈夫		0.000413736036409
愤青		0.00248241621845
王安顺		0.00289615225486
金新月		0.000413736036409
大陆民众		0.000413736036409
周本顺		0.0186181216384
3大癌症		0.000413736036409
神韵神韵		0.000827472072818
公安部		0.0107571369466
香港学联		0.000827472072818
5.13		0.00124120810923
领土主权		0.00165494414564
安省		0.000413736036409
90		0.00124120810923
核心价值		0.000413736036409
奥运会		0.00413736036409
地产党		0.000413736036409
访民		0.0132395531651
暴乱		0.000827472072818
